n,Full Text,Score,Very.Pos,Very.Neg,Cleaned Text,Emotion,Polarity
7053,@Boa Tarde quase noite!!! Muito calor em Porto Amazonas!!! Trovoadas e parece que vem chuva !!!,0,0,0, tarde quase noite muito calor em porto amazonas trovoadas e parece que vem chuva ,unknown,positive
7054,@boa tarde @ :),0,0,0, tarde  ,unknown,positive
7055,@FabioDeuZebra93 @boa transmissao,0,0,0,  transmissao,unknown,positive
7056,@RGottino @boa sorte,0,0,0,  sorte,unknown,positive
7057,Crime Report: @Boa Vista | Caruaru - PE - Muito assalto uma colega minha foi assaltada 3. Vezes. E não tem polícia http://t.co/JmXN9MGbA4,-1,0,0,crime report  vista  caruaru  pe  muito assalto uma colega minha foi assaltada 3 vezes e não tem polícia ,anger,negative
7058,RT @paty87_: @Boa Noite Amores @FerrCarrillo @natividadalmodo @Anny_dreamss @FerrCarrilloFC @PaolinFlores14 @sedefdeniz27 http://t.co/JcAql…,0,0,0, noite amores       …,unknown,positive
7059,RT @paty87_: @Boa Noite Amores @FerrCarrillo @natividadalmodo @Anny_dreamss @FerrCarrilloFC @PaolinFlores14 @sedefdeniz27 http://t.co/JcAql…,0,0,0, noite amores       …,unknown,positive
7060,@Boa Noite Amores @FerrCarrillo @natividadalmodo @Anny_dreamss @FerrCarrilloFC @PaolinFlores14 @sedefdeniz27 http://t.co/JcAql9CFk3,0,0,0, noite amores       ,unknown,positive
7061,"@zeitungsjunge Das Problem wurde soeben behoben, Sie müssten die Ausgabe nochmals laden, dann funktionierts wieder, @boa",-2,0,1, das problem wurde soeben behoben sie müssten die ausgabe nochmals laden dann funktionierts wieder ,fear,negative
7062,@Boa tarde &lt;3 http://t.co/vFiGMUgvGZ,0,0,0, tarde lt3 ,unknown,positive
7063,@BiancaaLive @CalzonaVause @boa tarde,0,0,0,   tarde,unknown,positive
7064,Whistle-Blower Payouts Approach $170 Million in @BoA Case http://t.co/LFLPPOedw8 @NYT Payday #LEVICK,0,0,0,whistleblower payouts approach 170 million in  case   payday levick,unknown,positive
7065,@MudaBRja @boa @MirandaSa_ @gravz @HRigos @clovis_m11 @turquim5,0,0,0,      ,unknown,positive
7066,RT @MudaBRja: Bom fds! Ladroagem é prática da ideologia?  http://t.co/1KK8DDfsMf  .@BR19752014 @boa @MirandaSa_ @gravz @HRigos @clovis_m11 …,0,0,0, bom fds ladroagem é prática da ideologia          …,unknown,positive
7067,RT @MudaBRja: Bom fds! Ladroagem é prática da ideologia?  http://t.co/1KK8DDfsMf  .@BR19752014 @boa @MirandaSa_ @gravz @HRigos @clovis_m11 …,0,0,0, bom fds ladroagem é prática da ideologia          …,unknown,positive
7068,Bom fds! Ladroagem é prática da ideologia?  http://t.co/1KK8DDfsMf  .@BR19752014 @boa @MirandaSa_ @gravz @HRigos @clovis_m11 @turquim5,0,0,0,bom fds ladroagem é prática da ideologia          ,unknown,positive
7069,eu ja vou dormir na verdade a minha mae ne enfim nao vai da pra me despedir de todo mundo entao MIGas @boa Noite pra vocês,0,0,0,eu ja vou dormir na verdade a minha mae ne enfim nao vai da pra me despedir de todo mundo entao migas  noite pra vocês,unknown,positive
7070,@Boa noite Amigos uma Excelente noite pra todos os você Amigos http://t.co/i3BJVQmGkP,0,0,0, noite amigos uma excelente noite pra todos os você amigos ,unknown,positive
7071,"E quando tudo desmoronar, 
sabe quem vai estar ao teu lado?
#Deus!!!
@@@Boa noite...",0,0,0,"e quando tudo desmoronar 
sabe quem vai estar ao teu lado
deus
 noite",unknown,positive
7072,Cara tudo bem q comprar coisa na promoção eh massa mas mano acho o cúmulo esse povo q faz fila kilometrica de madrugada @na @boa,0,0,0,cara tudo bem q comprar coisa na promoção eh massa mas mano acho o cúmulo esse povo q faz fila kilometrica de madrugada  ,unknown,neutral
7073,@boa noite! @comer muitoo_@Sair para dar uma volta.,0,0,0, noite  muitoo para dar uma volta,sadness,positive
7074,<U+263A>Sigam <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> @MudaBRja @boa @MirandaSa_ @gravz @HRigos @clovis_m11 @turquim5,0,0,0,u263asigam edu00a0u00bdedu00b1u0089       ,unknown,positive
7075,RT @MudaBRja: @BR19752014 @boa @MirandaSa_ @gravz @HRigos @clovis_m11 @turquim5 Ótima sexta! Bolha Imobiliária. Há crise no setor! http://t…,0,0,0, ótima sexta bolha imobiliária há crise no setor …,unknown,positive
7076,RT @MudaBRja: sigam ~~~&gt; @BR19752014 @boa @MirandaSa_ @gravz @HRigos @clovis_m11 @turquim5,0,0,0, sigam gt       ,unknown,positive
7077,RT @MudaBRja: sigam ~~~&gt; @BR19752014 @boa @MirandaSa_ @gravz @HRigos @clovis_m11 @turquim5,0,0,0, sigam gt       ,unknown,positive
7078,sigam ~~~&gt; @BR19752014 @boa @MirandaSa_ @gravz @HRigos @clovis_m11 @turquim5,0,0,0,sigam gt       ,unknown,positive
7079,@BR19752014 @boa @MirandaSa_ @gravz @HRigos @clovis_m11 @turquim5 Ótima sexta! Bolha Imobiliária. Há crise no setor! http://t.co/OyBb5r0ExN,0,0,0,       ótima sexta bolha imobiliária há crise no setor ,unknown,positive
7080,@Boa retrouvez toutes ses paroles sur =&gt; http://t.co/hYnNW2Pp4I,0,0,0, retrouvez toutes ses paroles sur gt ,unknown,positive
7081,@Boa retrouvez toutes ses paroles sur =&gt; http://t.co/amXQ79PvtN,0,0,0, retrouvez toutes ses paroles sur gt ,unknown,positive
7082,@Boa noite,0,0,0, noite,unknown,positive
7083,"Pra que ter tudo, se eu tenho VOCÊ ! AG &lt;3 '
 @Boa Noite — se sentindo apaixonado",0,0,0,"pra que ter tudo se eu tenho você  ag lt3 
  noite — se sentindo apaixonado",unknown,positive
7084,@gORDOxwillian @boa gordao http://t.co/BDFQ5CyY1f,0,0,0,  gordao ,unknown,positive
7085,@pepeenenemreal @BOA NOITE A VÇS 2,0,0,0,  noite a vçs 2,unknown,positive
7086,"@boa tarde a todos , me sigam pfv ! .. http://t.co/hxdxXoMNxg",0,0,0, tarde a todos  me sigam pfv   ,unknown,positive
7087,RT @MudaBRja: @Boa tarde! Levy é capacho da Dilma! http://t.co/0p9c4yQAnX   .@BR19752014 @MirandaSa_ @gravz @HRigos @clovis_m11 @turquim5,0,0,0, tarde levy é capacho da dilma         ,unknown,positive
7088,"@MudaBRja @boa @MirandaSa_ @gravz @HRigos @clovis_m11 @turquim5 
Levy nunca terá a independência necessária para colocar a casa em ordem...",0,0,0,"       
levy nunca terá a independência necessária para colocar a casa em ordem",unknown,positive
7089,@Boa tarde! Levy é capacho da Dilma! http://t.co/0p9c4yQAnX   .@BR19752014 @MirandaSa_ @gravz @HRigos @clovis_m11 @turquim5,0,0,0, tarde levy é capacho da dilma         ,unknown,positive
7090,OMyG...@Boa!!!#Die...<ed><U+00A0><U+00BD><ed><U+00B2><U+009F><ed><U+00A0><U+00BD><ed><U+00B2><U+009F><ed><U+00A0><U+00BD><ed><U+00B2><U+009F>YourJams#IRecallYou&amp;SomeDancersIThinkYouHadFatiguesOnItWasSuchARadVideoWaaaICantRecallTheSongRackMyBrainLol,0,0,0,omygdieedu00a0u00bdedu00b2u009fedu00a0u00bdedu00b2u009fedu00a0u00bdedu00b2u009fyourjamsirecallyouampsomedancersithinkyouhadfatiguesonitwassucharadvideowaaaicantrecallthesongrackmybrainlol,unknown,positive
7091,@boa noite 12,0,0,0, noite 12,unknown,positive
7092,@JoaoRCMelo @boa João! Aqui estamos da mesma forma @inessgrc  @Isabel95_,0,0,0,  joão aqui estamos da mesma forma   ,unknown,positive
7093,@BoA dan Sok #Petrol Tahmini - PARAGÖZ http://t.co/4XbKli5gC2,0,0,0, dan sok petrol tahmini  paragöz ,anger,positive
7094,@boa noite q lhe dizer parabéns pelo troféu q vc ganho luan satanás vc merece,0,0,0, noite q lhe dizer parabéns pelo troféu q vc ganho luan satanás vc merece,unknown,positive
7095,@RoodriigoFaro @boa noite rodrigoLuccaAlexandre,0,0,0,  noite rodrigoluccaalexandre,unknown,positive
7096,@boa noite Luan satanás,0,0,0, noite luan satanás,unknown,positive
7097,Lets be honest. The  dance numbers  aren't even that  good @derekhough @BoAkwon @boa anybody  who watch @MakeYourMoveD did it 4 the cheese,2,1,0,lets be honest the  dance numbers  arent even that  good    anybody  who watch  did it 4 the cheese,joy,positive
7098,"@Boa noite Amigos uma Excelente noite pra todos os você Amigos a redor do mundo, também buscou em formação http://t.co/pKqlkqx6Tq",0,0,0, noite amigos uma excelente noite pra todos os você amigos a redor do mundo também buscou em formação ,unknown,positive
7099,@AskCiti *livenation sorry autocorrect,-1,0,0, livenation sorry autocorrect,sadness,negative
7100,@AskCiti @FixYourLife @caseyacagle,0,0,0,  ,unknown,positive
7101,@AskCiti en Bogota Colombia,0,0,0, en bogota colombia,unknown,positive
7102,@Citibank @AskCiti  Cómo es posible que demoren una respuesta mas de 2 semanas. . Increíble el mal servicio qur tienen.,0,0,0,   cómo es posible que demoren una respuesta mas de 2 semanas  increíble el mal servicio qur tienen,unknown,positive
7103,@AskCiti,0,0,0,,unknown,positive
7104,RT @emmanuelheifa: @MelissaLeeCNBC VKON™ Ratings (60) @AskCiti; 310M+ Viewers via @CarlosMBorbon Diaoyu Oil Find Ads @globaltimesnews:http:…,0,0,0, vkon™ ratings 60  310m viewers  diaoyu oil find ads http…,unknown,positive
7105,@MelissaLeeCNBC VKON™ Ratings (60) @AskCiti; 310M+ Viewers via @CarlosMBorbon Diaoyu Oil Find Ads @globaltimesnews:http://t.co/OdjlVm6KQv,0,0,0, vkon™ ratings 60  310m viewers  diaoyu oil find ads ,unknown,positive
7106,@AskCiti venezuela,0,0,0, venezuela,unknown,positive
7107,@AskCiti http://t.co/WTqsT8viAe,0,0,0, ,unknown,positive
7108,"@AskCiti necesito acceder a mi cuenta online, tengo problemas y no tengo respuesta de Citibank",0,0,0, necesito acceder a mi cuenta online tengo problemas y no tengo respuesta de citibank,unknown,positive
7109,@AskCiti indian oil in india,0,0,0, indian oil in india,unknown,positive
7110,@AskCiti deben reveer el sistema de numeros con letras...dos horas y avanzaron 3 de una y 15 de otra!! mi tiempo es valioso = q los clientes,0,0,0, deben reveer el sistema de numeros con letrasdos horas y avanzaron 3 de una y 15 de otra mi tiempo es valioso  q los clientes,anger,positive
7111,@AskUSBank 7325 W Oklahoma Ave.,0,0,0, 7325 w oklahoma ave,unknown,positive
7112,@AskCapitalOne UK?,0,0,0, uk,unknown,positive
7113,@tonyalynn36 @AskCapitalOne,0,0,0, ,unknown,positive
7114,@AskCapitalOne okk,0,0,0, okk,unknown,positive
7115,@CapitalOneCA @AskCapitalOne @CapitalOne @VENTITNOW @GripeO_Feed @consumerretweet #robbers http://t.co/onSKCIjBIO,0,0,0,      robbers ,unknown,positive
7116,@AskCapitalOne,0,0,0,,unknown,positive
7117,@askcapitalone http://t.co/DgCOl9fSXU,0,0,0, ,unknown,positive
7118,"http://t.co/UFGFy0al9p

@CapitalOneUK @AskCapitalOne @CapitalOne http://t.co/bjJ52xpifY",0,0,0,"

   ",unknown,positive
7119,"http://t.co/XVl2PyBFvj
@AskCapitalOne @capitalone",0,0,0,"
 ",unknown,positive
7120,@AskSunTrust http://t.co/QihJh8LQpa,0,0,0, ,unknown,positive
7121,@AskSunTrust,0,0,0,,unknown,positive
7122,@AskSunTrust #AnnettePressley #AwesomeSauce,0,0,0, annettepressley awesomesauce,unknown,positive
