n,Cleaned Text,Emotion,Polarity
1805, used your service for over 15 yrs i started my first account with u but the fees youre charging are unfair im closing my acct,unknown,negative
1806,if  doesnt get it together and assist  and i we will withdrawal our money and take our business to another bank,joy,neutral
1807, another issue with my cards 4th time this qtr theyve been hot carded this is so frustrating nothappy,anger,negative
1808, following you now pls dm  thanks ,unknown,positive
1809, if i deposit a cheque fr my employer at an atm will 100 of the funds be available to me right away or do i need to visit a teller,unknown,neutral
1810, boo lolhope its 8 weeks thanks Ì†ÌÉ,unknown,positive
1811, why cant i log into my online account,unknown,neutral
1812, i think its been more than 8 weeks now  i havent received my ipad yet,unknown,positive
1813, thanks for responding i will dm you Ì†Ìö,unknown,positive
1814, thank you for your excellent customer service,unknown,positive
1815, yeah for sure,unknown,positive
1816, pmd you with my name and phone number anytime works for me although at least if is switch banks maybe ill get a reward from them,sadness,negative
1817, cant seem to private message your account on twitter,unknown,negative
1818, monday is fine in the mean time here is a little light reading for you that i found rather enjoyable ,unknown,neutral
1819, my accounts are fine its that you seem to reward new customers while forgetting about the existing my account is older than i am,unknown,neutral
1820, if i want to raise my credit on my credit card to i need to apply for a brand new one,unknown,neutral
1821,if  offered the debit purchase and round up save option i would switch all of my banking to them just saying lthint hintgt Ì†Ìâ,unknown,positive
1822,  when does your live chat open on the website ,joy,positive
1823, yippee  ,unknown,positive
1824,wow  needs to update their hold time,unknown,positive
1825, thanks an unpleasant surprise for sure helen at card services is sorting it out for us,surprise,neutral
1826," hi there  forwarding quasiphishing emal to you now cw full headers  
ps reply to was globaldareliablehostingcom
cheers",unknown,positive
1827," like death and taxes nae 
will do that now
cheers 
bdt",joy,positive
1828, sent,unknown,positive
1829, i cannot do that unless u follow me back,unknown,positive
1830, a new bank card asapppppp,unknown,negative
1831, 40yrs in my branch ive never been refused a service why now im changing,unknown,positive
1832, i was impressed it got past my spam filter they usually don‚Äôt thanks for the info dh,unknown,positive
1833,       ,unknown,positive
1834,  amazing customer service at the avioner lounge in yorkdale the girls are lovely and cant beat free valet thanks,surprise,positive
1835,i definitely will send you the details ,unknown,positive
1836, stolen bank card need help,unknown,negative
1837, etihad airways lost my luggage from toronto to lahore pakistan been 3 days and still no luggage help,unknown,neutral
1838, can anyone help me get my  missing scene points i was told about a glitch in the system 5 months,anger,negative
1839, why does scotiabank promise cineplex scene points through visa amp then not honour i wanted thes points 4 the holidays,anger,positive
1840, called december 5th about my missing scene points from july followedup on december 19th to find out nothing done,anger,positive
1841, was promised by rep jonathan 4000  scene points for getting a scotiabank visa card still waiting,anger,positive
1842, hi i just tried to use my debit card in bolivia got transaction cant be completed but money was taken from my account,unknown,neutral
1843, can you help me,unknown,positive
1844, how do i get the transit number filling out a sheet for direct deposit,sadness,negative
1845, whats the best way for me to get instructions and the proper numbers to wire money into my account,sadness,negative
1846, wondering why students who open up getting there account can not have a debit card until 12 years misinfo by callcenter,unknown,neutral
1847, humbertown branch in etobicoke,unknown,positive
1848, are you guys open tomorrow,unknown,positive
1849, your welcome  have a great weekend as well ,joy,positive
1850, thats okay  thank you anyways  looking forward to more of your products  scotia4ever love the scenerewards ,joy,positive
1851, thank you if scotia bank is interested in helping to build a wecom virtual wallet prototype in canada please let me know,joy,positive
1852, thanks  hope you had a merry christmas happy boxing day,joy,positive
1853, happy holidays ,joy,positive
1854, are you planning on making the nhl habs card debitvisa base,unknown,negative
1855, gr8 you need to inform manager i just spoke to at 18004scotia,unknown,neutral
1856,  told by help that scotiabank south america not part of global alliance so atm fees apply  ridiculouscharges,unknown,positive
1857, youre no help,unknown,positive
1858, when do branches reopen,unknown,positive
1859, are bank branches open in vancouver on 26 december 2014 need to activate my gic account urgently,unknown,negative
1860, i got a error ae10523 and said my account number is invalid when i try to sign in online banking and mobile banking,unknown,negative
